Ranking,Name, ,Under Pressure Rating,% Break Points Converted,% Break Point Saved,% Tie Breaks Won,% Deciding Sets Won,Year
54,Albert Costa,,198.7,42.0%,61.1%,38.5%,57.1%,2005
55,Tomas Zib,,198.3,44.2%,56.6%,37.5%,60.0%,2005
56,Stan Wawrinka,,198.1,34.3%,62.6%,46.7%,54.5%,2005
57,Ivo Karlovic,,197.9,30.2%,69.3%,52.2%,46.2%,2005
58,Robby Ginepri,,197.6,40.6%,57.5%,34.8%,64.7%,2005
59,David Nalbandian,,197.5,45.9%,57.8%,50.0%,43.8%,2005
60,Jan Hernych,,197.4,41.3%,61.5%,52.9%,41.7%,2005
61,Andrei Pavel,,197.3,36.1%,58.7%,46.2%,56.3%,2005
62,Juan Ignacio Chela,,197.3,40.7%,57.7%,52.2%,46.7%,2005
63,Jose Acasuso,,197.3,37.3%,61.1%,52.2%,46.7%,2005
64,Nicolas Massu,,197.2,36.5%,65.5%,58.8%,36.4%,2005
65,Max Mirnyi,,197.0,34.6%,64.1%,66.7%,31.6%,2005
66,David Ferrer,,196.9,45.2%,59.2%,46.7%,45.8%,2005
67,Jurgen Melzer,,195.9,42.6%,60.7%,47.1%,45.5%,2005
68,Wayne Arthurs,,191.8,26.3%,65.3%,41.9%,58.3%,2005
69,James Blake,,191.1,40.9%,63.1%,40.0%,47.1%,2005
70,Rainer Schuettler,,189.6,42.1%,55.4%,58.8%,33.3%,2005
71,Jiri Novak,,187.8,39.5%,59.9%,46.7%,41.7%,2005
72,Potito Starace,,187.5,43.2%,61.0%,50.0%,33.3%,2005
73,Tim Henman,,187.4,40.0%,61.6%,42.9%,42.9%,2005
74,Paradorn Srichaphan,,185.7,38.0%,57.3%,53.6%,36.8%,2005
75,Fabrice Santoro,,185.5,34.3%,61.2%,40.0%,50.0%,2005
76,Kevin Kim,,184.7,38.5%,59.8%,36.4%,50.0%,2005
77,Michael Llodra,,183.2,39.9%,58.3%,26.7%,58.3%,2005
78,Luis Horna,,181.3,39.1%,59.3%,40.0%,42.9%,2005
79,Jonas Bjorkman,,176.9,38.4%,54.0%,54.5%,30.0%,2005
80,Filippo Volandri,,176.4,42.8%,55.0%,42.9%,35.7%,2005
81,Mikhail Youzhny,,176.1,45.7%,55.6%,46.2%,28.6%,2005
82,Juan Monaco,,174.1,42.4%,56.0%,35.7%,40.0%,2005
83,Ricardo Mello,,166.1,38.7%,55.9%,42.9%,28.6%,2005
84,Christophe Rochus,,165.9,46.4%,53.3%,20.0%,46.2%,2005
85,Guillermo Garcia-Lopez,,164.6,42.5%,57.1%,28.6%,36.4%,2005
86,Nicolas Almagro,,163.1,43.1%,66.4%,26.3%,27.3%,2005
87,Cyril Saulnier,,157.7,36.9%,55.8%,25.0%,40.0%,2005
1,Roger Federer,,275.2,43.0%,69.7%,72.5%,90.0%,2006
2,Mario Ancic,,256.6,41.4%,65.9%,57.6%,91.7%,2006
3,Rafael Nadal,,251.3,42.5%,67.7%,62.5%,78.6%,2006
4,Novak Djokovic,,245.8,45.3%,63.0%,75.0%,62.5%,2006
5,Hyung-Taik Lee,,235.2,43.1%,58.7%,66.7%,66.7%,2006
6,Mikhail Youzhny,,235.1,43.0%,57.8%,64.3%,70.0%,2006
7,Christophe Rochus,,231.0,39.8%,47.6%,80.0%,63.6%,2006
8,Arnaud Clement,,230.4,41.9%,60.0%,72.2%,56.3%,2006
9,Carlos Moya,,229.6,38.6%,64.3%,60.0%,66.7%,2006
10,Lleyton Hewitt,,228.9,43.9%,58.4%,52.9%,73.7%,2006
11,Tommy Haas,,227.3,40.2%,62.2%,63.0%,61.9%,2006
12,Marcos Baghdatis,,227.2,42.3%,59.1%,70.8%,55.0%,2006
13,Fernando Gonzalez,,226.9,39.7%,64.3%,58.6%,64.3%,2006
14,Nicolas Massu,,226.3,42.8%,60.9%,61.5%,61.1%,2006
15,Jarkko Nieminen,,225.0,48.1%,64.2%,61.0%,51.7%,2006
16,Filippo Volandri,,224.5,39.1%,52.2%,56.3%,76.9%,2006
17,Ruben Ramirez Hidalgo,,224.4,47.0%,59.3%,55.6%,62.5%,2006
18,James Blake,,224.2,41.6%,62.7%,54.5%,65.4%,2006
19,Ivan Ljubicic,,223.3,36.9%,65.6%,50.0%,70.8%,2006
20,Philipp Kohlschreiber,,222.8,36.9%,60.1%,64.3%,61.5%,2006
21,Andy Roddick,,220.3,41.6%,69.1%,48.5%,61.1%,2006
22,Radek Stepanek,,219.9,43.5%,65.1%,54.2%,57.1%,2006
23,Julien Benneteau,,219.3,38.7%,59.7%,54.2%,66.7%,2006
24,Agustin Calleri,,219.1,39.1%,60.9%,52.4%,66.7%,2006
25,Boris Pashanski,,215.8,35.4%,58.9%,60.0%,61.5%,2006
26,Kristof Vliegen,,215.1,39.5%,63.5%,57.1%,55.0%,2006
27,David Ferrer,,214.0,43.9%,55.1%,50.0%,65.0%,2006
28,Tommy Robredo,,213.8,45.5%,64.1%,54.2%,50.0%,2006
29,Tomas Berdych,,213.2,42.2%,59.9%,50.0%,61.1%,2006
30,Richard Gasquet,,212.3,41.9%,61.7%,62.5%,46.2%,2006
31,Nikolay Davydenko,,212.3,47.0%,61.9%,47.4%,56.0%,2006
32,Xavier Malisse,,211.8,41.4%,63.8%,54.2%,52.4%,2006
33,Fernando Verdasco,,211.1,39.8%,63.5%,60.0%,47.8%,2006
34,Gael Monfils,,210.6,45.5%,60.1%,45.0%,60.0%,2006
35,Dmitry Tursunov,,210.1,39.4%,61.3%,59.4%,50.0%,2006
36,Gilles Simon,,209.8,41.8%,57.3%,35.7%,75.0%,2006
37,Stan Wawrinka,,209.1,40.9%,61.0%,33.3%,73.9%,2006
38,Potito Starace,,208.5,39.1%,56.9%,62.5%,50.0%,2006
39,Jurgen Melzer,,207.9,40.1%,62.9%,59.1%,45.8%,2006
40,Marat Safin,,207.2,39.2%,64.7%,53.3%,50.0%,2006
41,Kenneth Carlsen,,206.6,35.3%,61.7%,42.9%,66.7%,2006
42,Juan Carlos Ferrero,,203.9,36.3%,56.5%,61.1%,50.0%,2006
43,Jose Acasuso,,203.4,44.8%,60.1%,42.9%,55.6%,2006
44,Gaston Gaudio,,202.7,41.9%,57.5%,53.3%,50.0%,2006
45,Tim Henman,,202.7,42.8%,62.6%,58.8%,38.5%,2006
46,Olivier Rochus,,202.5,39.8%,61.5%,58.3%,42.9%,2006
47,Max Mirnyi,,201.7,37.1%,67.5%,50.0%,47.1%,2006
48,Mardy Fish,,201.6,39.9%,68.7%,38.5%,54.5%,2006
49,Nicolas Mahut,,200.1,40.3%,59.8%,25.0%,75.0%,2006
50,Jonas Bjorkman,,199.8,41.9%,47.9%,60.0%,50.0%,2006
51,Guillermo Garcia-Lopez,,199.4,37.8%,60.5%,55.6%,45.5%,2006
52,Alberto Martin,,199.3,42.2%,56.0%,45.5%,55.6%,2006
53,David Nalbandian,,198.3,44.0%,64.3%,35.0%,55.0%,2006
54,Dominik Hrbaty,,197.5,38.7%,57.2%,36.4%,65.2%,2006
55,Andy Murray,,197.0,42.2%,56.8%,43.5%,54.5%,2006
56,Paradorn Srichaphan,,196.2,32.9%,58.2%,57.1%,48.0%,2006
57,Ivo Karlovic,,195.4,29.1%,70.0%,52.5%,43.8%,2006
58,Wesley Moodie,,194.8,28.6%,63.8%,40.9%,61.5%,2006
59,Nicolas Almagro,,193.0,36.3%,68.3%,45.5%,42.9%,2006
60,Robby Ginepri,,192.6,40.1%,57.8%,52.6%,42.1%,2006
61,Robin Vik,,191.9,46.4%,52.8%,69.2%,23.5%,2006
62,Andreas Seppi,,191.5,41.3%,57.1%,36.8%,56.3%,2006
63,Florent Serra,,191.0,43.4%,59.1%,40.9%,47.6%,2006
64,Florian Mayer,,190.3,46.1%,53.6%,46.2%,44.4%,2006
65,Robin Soderling,,190.2,38.8%,65.3%,41.7%,44.4%,2006
66,Jan Hernych,,189.8,42.9%,53.3%,63.6%,30.0%,2006
67,Luis Horna,,186.9,37.3%,67.8%,38.9%,42.9%,2006
68,Feliciano Lopez,,186.6,34.6%,58.8%,45.8%,47.4%,2006
69,Davide Sanguinetti,,186.5,37.1%,57.3%,42.1%,50.0%,2006
70,Daniele Bracciali,,184.6,36.1%,64.4%,41.2%,42.9%,2006
71,Juan Ignacio Chela,,184.5,41.6%,61.9%,42.1%,38.9%,2006
72,Bjorn Phau,,183.9,37.2%,56.7%,50.0%,40.0%,2006
73,Sebastien Grosjean,,183.3,46.3%,59.4%,52.6%,25.0%,2006
74,Fabrice Santoro,,181.4,43.6%,60.3%,46.7%,30.8%,2006
75,Paul-Henri Mathieu,,180.9,42.1%,55.5%,50.0%,33.3%,2006
76,Justin Gimelstob,,176.8,35.3%,65.3%,42.9%,33.3%,2006
77,Gilles Muller,,174.2,35.9%,65.0%,40.0%,33.3%,2006
78,Andrei Pavel,,168.5,34.2%,55.8%,56.3%,22.2%,2006
79,Vincent Spadea,,163.8,38.7%,64.1%,23.5%,37.5%,2006
80,Juan Monaco,,158.6,38.1%,54.7%,38.5%,27.3%,2006
81,Paul Goldstein,,154.5,43.5%,57.7%,20.0%,33.3%,2006
82,Rainer Schuettler,,144.4,43.3%,52.5%,20.0%,28.6%,2006
1,Juan Martin del Potro,,270.0,45.0%,62.5%,62.5%,100.0%,2008
2,Rafael Nadal,,268.8,44.5%,67.3%,68.8%,88.2%,2008
3,David Nalbandian,,263.7,46.4%,59.8%,84.2%,73.3%,2008
4,Andy Murray,,263.6,42.2%,62.8%,69.7%,88.9%,2008
5,Gael Monfils,,253.1,40.3%,61.4%,62.5%,88.9%,2008
6,Jo-Wilfried Tsonga,,247.7,42.8%,66.5%,57.1%,81.3%,2008
7,Fernando Gonzalez,,244.2,41.8%,65.8%,63.3%,73.3%,2008
8,Gilles Simon,,236.0,38.2%,62.4%,65.4%,70.0%,2008
9,Dmitry Tursunov,,235.6,36.1%,64.9%,56.0%,78.6%,2008
10,Novak Djokovic,,233.7,47.1%,67.2%,59.4%,60.0%,2008
11,Steve Darcis,,228.7,38.4%,59.7%,70.6%,60.0%,2008
12,Andy Roddick,,228.6,35.1%,68.3%,58.5%,66.7%,2008
13,Mario Ancic,,227.9,39.0%,67.5%,52.2%,69.2%,2008
14,David Ferrer,,226.9,42.7%,59.5%,60.0%,64.7%,2008
15,Carlos Moya,,225.6,37.2%,63.2%,60.0%,65.2%,2008
16,Denis Gremelmayr,,222.3,41.9%,65.1%,53.8%,61.5%,2008
17,Tommy Robredo,,221.5,39.8%,62.1%,62.5%,57.1%,2008
18,Albert Montanes,,221.4,38.3%,59.5%,63.6%,60.0%,2008
19,Roger Federer,,221.2,41.2%,68.0%,64.9%,47.1%,2008
20,Fabrice Santoro,,220.6,41.8%,58.8%,60.0%,60.0%,2008
21,Julien Benneteau,,219.5,37.5%,59.3%,72.7%,50.0%,2008
22,Robby Ginepri,,217.9,40.1%,60.8%,54.5%,62.5%,2008
23,Evgeny Korolev,,217.1,37.5%,62.9%,66.7%,50.0%,2008
24,Janko Tipsarevic,,215.5,39.8%,61.5%,53.1%,61.1%,2008
25,Stan Wawrinka,,215.3,44.8%,55.8%,55.6%,59.1%,2008
26,Robin Soderling,,212.0,43.4%,68.2%,32.0%,68.4%,2008
27,Nikolay Davydenko,,211.3,44.4%,59.5%,52.4%,55.0%,2008
28,Sam Querrey,,211.2,38.6%,62.6%,50.0%,60.0%,2008
29,Paul-Henri Mathieu,,211.0,37.1%,63.9%,63.3%,46.7%,2008
30,Fernando Verdasco,,209.9,44.7%,58.0%,48.1%,59.1%,2008
31,Bobby Reynolds,,209.4,33.2%,62.8%,66.7%,46.7%,2008
32,Thomas Johansson,,208.5,39.1%,62.7%,40.0%,66.7%,2008
33,Florent Serra,,208.2,36.6%,58.1%,68.0%,45.5%,2008
34,Igor Andreev,,208.1,36.0%,62.3%,55.6%,54.2%,2008
35,James Blake,,208.1,42.7%,61.6%,50.0%,53.8%,2008
36,Victor Hanescu,,207.6,37.9%,61.1%,58.6%,50.0%,2008
37,Guillermo Garcia-Lopez,,205.9,39.5%,56.8%,56.3%,53.3%,2008
38,Oscar Hernandez,,205.9,38.4%,56.0%,61.5%,50.0%,2008
39,Feliciano Lopez,,205.8,35.0%,65.3%,68.0%,37.5%,2008
40,Nicolas Kiefer,,205.4,41.6%,56.2%,53.8%,53.8%,2008
41,Jurgen Melzer,,204.7,36.5%,59.9%,46.4%,61.9%,2008
42,Tomas Berdych,,204.7,43.6%,58.3%,61.1%,41.7%,2008
43,Juan Monaco,,204.2,41.3%,52.9%,60.0%,50.0%,2008
44,Mardy Fish,,202.9,38.6%,60.1%,41.7%,62.5%,2008
45,Tommy Haas,,202.0,39.5%,63.0%,46.2%,53.3%,2008
46,Michael Llodra,,201.5,32.6%,64.4%,59.0%,45.5%,2008
47,Marcel Granollers,,201.4,41.1%,62.8%,60.0%,37.5%,2008
48,Marin Cilic,,201.1,38.1%,62.6%,44.8%,55.6%,2008
49,Ivan Ljubicic,,200.3,37.5%,66.1%,46.7%,50.0%,2008
50,Marc Gicquel,,200.1,43.2%,63.4%,55.0%,38.5%,2008
51,Mikhail Youzhny,,198.6,43.3%,66.2%,47.4%,41.7%,2008
52,Eduardo Schwank,,198.3,42.1%,68.4%,33.3%,54.5%,2008
53,Juan Carlos Ferrero,,197.3,40.3%,67.0%,40.0%,50.0%,2008
54,Marat Safin,,197.3,43.1%,63.8%,43.3%,47.1%,2008
55,Radek Stepanek,,196.2,43.1%,60.7%,46.9%,45.5%,2008
56,Jarkko Nieminen,,195.8,40.8%,62.1%,50.0%,42.9%,2008
57,Philipp Kohlschreiber,,195.4,41.6%,65.3%,50.0%,38.5%,2008
58,Ernests Gulbis,,195.1,39.8%,66.1%,42.1%,47.1%,2008
59,Nicolas Almagro,,192.6,39.0%,65.2%,45.5%,42.9%,2008
60,Nicolas Lapentti,,191.2,36.7%,58.3%,53.3%,42.9%,2008
61,Ivo Karlovic,,190.2,31.8%,66.7%,47.3%,44.4%,2008
62,Nicolas Mahut,,190.0,37.3%,62.2%,28.0%,62.5%,2008
63,Guillermo Canas,,189.3,41.8%,59.7%,27.8%,60.0%,2008
64,Andreas Seppi,,187.3,43.3%,61.3%,22.7%,60.0%,2008
65,Jose Acasuso,,187.1,37.2%,61.5%,31.3%,57.1%,2008
66,Viktor Troicki,,187.1,38.3%,58.8%,50.0%,40.0%,2008
67,Ivo Minar,,185.3,48.1%,54.6%,36.4%,46.2%,2008
68,Dudi Sela,,185.0,38.4%,59.7%,58.3%,28.6%,2008
69,Richard Gasquet,,184.3,40.3%,59.0%,42.9%,42.1%,2008
70,Rainer Schuettler,,184.1,39.9%,59.2%,25.0%,60.0%,2008
71,Vincent Spadea,,182.9,40.5%,57.7%,38.5%,46.2%,2008
72,Potito Starace,,182.8,40.2%,63.0%,52.9%,26.7%,2008
73,Fabio Fognini,,181.5,43.3%,56.4%,27.3%,54.5%,2008
74,Simone Bolelli,,179.2,34.8%,65.7%,55.6%,23.1%,2008
75,Agustin Calleri,,176.0,40.9%,64.8%,28.6%,41.7%,2008
76,John Isner,,174.9,25.2%,64.4%,52.0%,33.3%,2008
77,Olivier Rochus,,173.1,37.3%,62.5%,40.0%,33.3%,2008
78,Mischa Zverev,,162.2,33.7%,57.5%,35.3%,35.7%,2008
79,Benjamin Becker,,160.6,39.9%,61.9%,18.8%,40.0%,2008
80,Filippo Volandri,,159.6,43.2%,62.8%,28.6%,25.0%,2008
81,Adrian Mannarino,,135.6,48.0%,54.3%,33.3%,0.0%,2008
82,Grigor Dimitrov,,33.3,0.0%,33.3%,0.0%,0.0%,2008
83,Daniel Evans,,28.6,0.0%,28.6%,0.0%,0.0%,2008
1,Tommy Robredo,,262.8,44.0%,61.4%,75.0%,82.4%,2009
2,Rafael Nadal,,256.5,47.0%,64.9%,57.1%,87.5%,2009
3,Radek Stepanek,,254.7,40.5%,62.5%,77.8%,73.9%,2009
4,Juan Martin del Potro,,251.2,42.2%,65.0%,66.7%,77.3%,2009
5,Novak Djokovic,,247.3,41.9%,66.5%,57.1%,81.8%,2009
6,Andy Murray,,243.0,45.7%,65.3%,54.2%,77.8%,2009
7,Nikolay Davydenko,,240.3,41.2%,63.7%,78.3%,57.1%,2009
8,John Isner,,237.9,31.9%,70.1%,69.2%,66.7%,2009
9,Simon Greul,,235.6,36.1%,57.8%,66.7%,75.0%,2009
10,Albert Montanes,,233.7,44.9%,59.7%,59.1%,70.0%,2009
11,Ivan Ljubicic,,230.7,35.0%,66.6%,65.5%,63.6%,2009
12,Pablo Cuevas,,230.4,43.2%,59.4%,77.8%,50.0%,2009
13,Gael Monfils,,229.2,41.7%,63.4%,60.9%,63.2%,2009
14,Jo-Wilfried Tsonga,,228.4,37.5%,67.0%,62.8%,61.1%,2009
15,Roger Federer,,227.9,41.2%,68.8%,70.3%,47.6%,2009
16,Andy Roddick,,227.9,37.4%,64.5%,72.7%,53.3%,2009
17,Richard Gasquet,,227.9,34.4%,62.2%,62.5%,68.8%,2009
18,Michael Llodra,,226.5,33.8%,65.0%,56.3%,71.4%,2009
19,Andreas Beck,,224.5,32.6%,66.2%,56.5%,69.2%,2009
20,Gilles Simon,,223.1,42.9%,67.1%,59.3%,53.8%,2009
21,Juan Carlos Ferrero,,222.8,43.4%,60.3%,52.4%,66.7%,2009
22,Tommy Haas,,222.0,39.5%,66.1%,51.7%,64.7%,2009
23,Viktor Troicki,,221.8,44.0%,63.5%,50.0%,64.3%,2009
24,Jeremy Chardy,,218.4,36.4%,62.2%,53.1%,66.7%,2009
25,Thomaz Bellucci,,217.2,37.0%,61.4%,68.8%,50.0%,2009
26,Evgeny Korolev,,216.0,43.8%,55.4%,70.6%,46.2%,2009
27,Tomas Berdych,,216.0,37.0%,61.2%,63.6%,54.2%,2009
28,Mikhail Youzhny,,215.9,40.2%,60.4%,41.4%,73.9%,2009
29,Fred Gil,,215.5,41.9%,57.4%,46.2%,70.0%,2009
30,Jurgen Melzer,,212.1,39.6%,58.9%,63.6%,50.0%,2009
31,Arnaud Clement,,211.5,38.5%,61.4%,57.1%,54.5%,2009
32,Marin Cilic,,211.0,37.6%,64.8%,46.7%,61.9%,2009
33,Fernando Gonzalez,,210.6,37.8%,70.7%,42.1%,60.0%,2009
34,Martin Vassallo Arguello,,209.4,39.2%,58.5%,70.0%,41.7%,2009
35,Paul-Henri Mathieu,,209.1,41.9%,61.4%,45.8%,60.0%,2009
36,Philipp Kohlschreiber,,208.8,41.4%,65.5%,36.7%,65.2%,2009
37,Robin Soderling,,207.2,43.8%,64.9%,48.5%,50.0%,2009
38,Philipp Petzschner,,205.6,39.6%,58.1%,66.7%,41.2%,2009
39,James Blake,,203.7,37.8%,63.2%,56.0%,46.7%,2009
40,Guillermo Garcia-Lopez,,203.5,39.9%,58.8%,38.1%,66.7%,2009
41,Fernando Verdasco,,202.3,44.5%,65.9%,44.1%,47.8%,2009
42,Fabio Fognini,,201.4,42.5%,52.7%,52.9%,53.3%,2009
43,Jose Acasuso,,201.1,39.0%,62.1%,37.5%,62.5%,2009
44,Nicolas Almagro,,198.9,40.3%,60.4%,37.1%,61.1%,2009
45,Dudi Sela,,198.5,41.7%,56.8%,70.0%,30.0%,2009
46,Feliciano Lopez,,198.4,38.1%,62.3%,59.1%,38.9%,2009
47,Mischa Zverev,,197.3,42.6%,65.9%,43.8%,45.0%,2009
48,Sam Querrey,,196.9,38.5%,59.6%,53.8%,45.0%,2009
49,Yen-Hsun Lu,,196.4,38.4%,58.0%,66.7%,33.3%,2009
50,Lleyton Hewitt,,195.8,39.3%,61.5%,40.0%,55.0%,2009
51,Julien Benneteau,,194.8,40.2%,58.8%,38.1%,57.7%,2009
52,Dmitry Tursunov,,193.9,41.0%,65.1%,33.3%,54.5%,2009
53,Juan Monaco,,192.7,43.5%,56.3%,50.0%,42.9%,2009
54,Florent Serra,,191.2,36.8%,62.7%,41.7%,50.0%,2009
55,Rainer Schuettler,,190.7,43.0%,56.8%,55.6%,35.3%,2009
56,Andreas Seppi,,188.1,35.1%,56.7%,37.5%,58.8%,2009
57,Janko Tipsarevic,,186.8,43.2%,60.6%,52.2%,30.8%,2009
58,Mardy Fish,,186.6,41.6%,62.7%,43.8%,38.5%,2009
59,Simone Bolelli,,185.9,30.9%,65.9%,47.4%,41.7%,2009
60,Stan Wawrinka,,185.8,38.1%,66.4%,37.5%,43.8%,2009
61,Marcel Granollers,,185.1,40.2%,57.5%,47.4%,40.0%,2009
62,Teymuraz Gabashvili,,184.5,36.6%,59.5%,42.9%,45.5%,2009
63,David Ferrer,,184.2,42.6%,59.8%,23.5%,58.3%,2009
64,Fabrice Santoro,,183.6,40.3%,58.7%,30.8%,53.8%,2009
65,Benjamin Becker,,178.5,48.5%,54.3%,31.3%,44.4%,2009
66,Ernests Gulbis,,178.4,38.3%,60.0%,44.4%,35.7%,2009
67,Igor Andreev,,178.2,37.5%,60.7%,40.0%,40.0%,2009
68,Marc Gicquel,,177.3,37.3%,63.8%,42.9%,33.3%,2009
69,Potito Starace,,176.8,39.4%,55.6%,38.9%,42.9%,2009
70,Oscar Hernandez,,176.1,38.8%,60.3%,55.6%,21.4%,2009
71,Victor Hanescu,,175.4,36.1%,61.7%,36.4%,41.2%,2009
72,Igor Kunitsyn,,174.6,37.3%,56.3%,42.1%,38.9%,2009
73,Ivo Karlovic,,168.8,32.3%,68.9%,36.8%,30.8%,2009
74,Christophe Rochus,,167.5,40.6%,51.9%,50.0%,25.0%,2009
75,Marat Safin,,163.6,36.8%,62.1%,29.4%,35.3%,2009
76,Robby Ginepri,,162.1,39.0%,57.5%,38.9%,26.7%,2009
77,Marcos Baghdatis,,161.4,43.5%,61.9%,41.7%,14.3%,2009
78,Jan Hernych,,160.2,40.8%,58.7%,25.0%,35.7%,2009
79,Leonardo Mayer,,156.3,36.9%,62.3%,47.1%,10.0%,2009
80,Daniel Evans,,146.7,100.0%,46.7%,0.0%,0.0%,2009
81,Grigor Dimitrov,,140.2,32.6%,57.6%,0.0%,50.0%,2009
82,Adrian Mannarino,,79.6,26.7%,52.9%,0.0%,0.0%,2009
1,Rafael Nadal,,252.0,43.6%,69.3%,75.9%,63.2%,2010
2,Mardy Fish,,250.4,44.0%,61.7%,80.0%,64.7%,2010
3,Lleyton Hewitt,,245.8,48.7%,55.4%,75.0%,66.7%,2010
4,Roger Federer,,241.7,41.0%,68.3%,67.7%,64.7%,2010
5,David Nalbandian,,241.5,46.4%,58.8%,63.6%,72.7%,2010
6,Mischa Zverev,,237.8,38.1%,53.3%,75.0%,71.4%,2010
7,Radek Stepanek,,233.0,41.2%,56.8%,60.0%,75.0%,2010
8,John Isner,,232.6,33.2%,68.6%,65.3%,65.5%,2010
9,Julien Benneteau,,231.3,40.8%,59.0%,70.0%,61.5%,2010
10,Fernando Verdasco,,230.9,41.4%,61.2%,50.0%,78.3%,2010
11,Pablo Cuevas,,230.2,36.4%,55.6%,88.2%,50.0%,2010
12,Feliciano Lopez,,229.9,36.4%,68.5%,50.0%,75.0%,2010
13,Albert Montanes,,228.9,43.3%,60.7%,56.5%,68.4%,2010
14,Juan Monaco,,227.7,42.2%,59.2%,68.4%,57.9%,2010
15,Mikhail Youzhny,,227.1,44.1%,61.1%,59.4%,62.5%,2010
16,Novak Djokovic,,226.1,44.6%,67.3%,57.9%,56.3%,2010
17,Dudi Sela,,225.6,45.1%,52.2%,53.3%,75.0%,2010
18,Nicolas Almagro,,224.5,39.3%,61.4%,58.3%,65.5%,2010
19,Robin Soderling,,224.1,43.6%,64.5%,52.4%,63.6%,2010
20,Ivan Ljubicic,,223.3,36.6%,65.5%,52.0%,69.2%,2010
21,Andy Roddick,,222.7,35.0%,69.1%,57.5%,61.1%,2010
22,Guillermo Garcia-Lopez,,222.6,39.1%,62.3%,56.0%,65.2%,2010
23,Gilles Simon,,222.0,37.6%,59.6%,46.2%,78.6%,2010
24,Gael Monfils,,221.8,37.7%,60.2%,53.1%,70.8%,2010
25,Florian Mayer,,221.6,38.2%,63.1%,58.8%,61.5%,2010
26,Philipp Petzschner,,221.2,42.3%,61.3%,52.9%,64.7%,2010
27,Xavier Malisse,,221.1,40.1%,62.9%,55.6%,62.5%,2010
28,Jurgen Melzer,,219.6,40.5%,63.4%,47.5%,68.2%,2010
29,Marin Cilic,,219.0,40.8%,69.3%,36.7%,72.2%,2010
30,Marcos Baghdatis,,218.3,38.1%,61.3%,66.7%,52.2%,2010
31,Jo-Wilfried Tsonga,,216.3,42.8%,67.3%,52.4%,53.8%,2010
32,David Ferrer,,216.0,44.0%,64.6%,55.0%,52.4%,2010
33,Richard Gasquet,,214.9,39.1%,64.2%,51.6%,60.0%,2010
34,Juan Carlos Ferrero,,211.7,46.1%,59.3%,50.0%,56.3%,2010
35,Sergiy Stakhovsky,,211.2,35.5%,59.5%,63.6%,52.6%,2010
36,Denis Istomin,,211.0,39.6%,61.7%,57.7%,52.0%,2010
37,Florent Serra,,210.4,40.2%,63.1%,57.1%,50.0%,2010
38,Jeremy Chardy,,208.6,37.7%,62.6%,58.3%,50.0%,2010
39,Stan Wawrinka,,207.9,40.8%,66.7%,36.8%,63.6%,2010
40,Sam Querrey,,207.8,39.9%,67.0%,47.1%,53.8%,2010
41,Adrian Mannarino,,207.6,35.1%,55.8%,50.0%,66.7%,2010
42,Philipp Kohlschreiber,,207.2,40.7%,64.1%,47.4%,55.0%,2010
43,Illya Marchenko,,206.9,39.5%,59.0%,66.7%,41.7%,2010
44,Thomaz Bellucci,,206.7,41.5%,58.7%,50.0%,56.5%,2010
45,Yen-Hsun Lu,,206.7,34.9%,61.8%,60.0%,50.0%,2010
46,Nikolay Davydenko,,203.4,43.5%,61.5%,34.8%,63.6%,2010
47,Jarkko Nieminen,,202.7,37.9%,64.3%,52.9%,47.6%,2010
48,Thiemo de Bakker,,201.9,39.7%,64.6%,39.3%,58.3%,2010
49,Lukas Lacko,,201.7,35.2%,60.5%,72.7%,33.3%,2010
50,Tomas Berdych,,201.5,42.0%,66.6%,42.9%,50.0%,2010
51,Andy Murray,,201.3,42.2%,64.1%,41.7%,53.3%,2010
52,Potito Starace,,200.9,41.3%,60.6%,26.3%,72.7%,2010
53,Marcel Granollers,,199.9,42.9%,57.0%,33.3%,66.7%,2010
54,Fabio Fognini,,198.5,39.7%,51.7%,50.0%,57.1%,2010
55,Juan Ignacio Chela,,197.5,45.4%,55.8%,40.0%,56.3%,2010
56,Igor Andreev,,197.3,40.1%,60.5%,46.7%,50.0%,2010
57,Ernests Gulbis,,196.1,31.3%,61.5%,57.1%,46.2%,2010
58,Taylor Dent,,195.8,41.8%,63.1%,54.5%,36.4%,2010
59,Alexandr Dolgopolov,,195.6,35.4%,62.0%,63.2%,35.0%,2010
60,Grigor Dimitrov,,193.8,40.0%,53.8%,0.0%,100.0%,2010
61,Janko Tipsarevic,,191.7,37.5%,63.0%,57.9%,33.3%,2010
62,Michael Berrer,,191.7,39.7%,62.4%,45.8%,43.8%,2010
63,Michael Llodra,,190.9,45.4%,64.0%,44.0%,37.5%,2010
64,Viktor Troicki,,190.2,43.4%,60.3%,39.1%,47.4%,2010
65,Victor Hanescu,,190.0,35.7%,63.2%,53.6%,37.5%,2010
66,Marco Chiudinelli,,188.3,36.0%,59.4%,52.9%,40.0%,2010
67,Benjamin Becker,,188.0,41.4%,56.9%,43.5%,46.2%,2010
68,Eduardo Schwank,,186.8,31.4%,50.7%,71.4%,33.3%,2010
69,Tommy Robredo,,186.3,39.0%,55.9%,52.9%,38.5%,2010
70,Horacio Zeballos,,185.6,34.2%,60.2%,41.2%,50.0%,2010
71,Andreas Seppi,,185.4,38.3%,57.1%,50.0%,40.0%,2010
72,Olivier Rochus,,182.5,40.3%,58.9%,50.0%,33.3%,2010
